field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"2650","2731","59182170804","3572.0","3581.0","8","32","5","8","LINESTRING (137727.07590340325 456870.9236773167, 137821.01049081105 456795.80942759605, 137883.12019744166 456677.0365811728, 137889.00445783965 456634.6596057501, 137895.27448244227 456606.80076346075, 137887.96550827447 456442.0941347709, 137883.8742738388 456424.0840634408, 137883.94202143207 456409.9092916031, 137883.76176283607 456403.3233126998, 137883.15350943105 456395.8264728252, 137863.56158244898 456393.7465694263, 137863.54868979435 456380.0504938084, 137924.61779353733 456297.6972754799, 137917.54249628205 456290.7566715842, 137914.09285524767 456279.98740925244, 137910.4167163643 456269.11879300827, 137912.3192405345 456264.3837072777, 137925.30881835954 456259.4214338599, 137934.42487236997 456269.94875199086, 137954.37681207576 456264.9626878066, 137958.1826623052 456249.69589813985, 137926.87380646486 456174.25760021224, 137901.07783490143 456117.93729359686, 137869.54804478478 456054.4605785985, 137847.7565266252 456021.02409227163, 137788.2446210285 455935.9931894903)","1133.3168567530838"
"2655","2736","59182170804","3581.0","3572.0","19","56","10","8","LINESTRING (137788.2446210285 455935.9931894903, 137847.7565266252 456021.02409227163, 137869.54804478478 456054.4605785985, 137901.07783490143 456117.93729359686, 137926.87380646486 456174.25760021224, 137958.1826623052 456249.69589813985, 137954.37681207576 456264.9626878066, 137934.42487236997 456269.94875199086, 137931.98038526057 456278.5130347322, 137937.8260735243 456290.586964139, 137949.39497199294 456325.01569609967, 137960.8556180184 456395.92701421864, 137960.36624265191 456401.1022845273, 137960.12701757575 456403.2838016248, 137883.76176283607 456403.3233126998, 137883.94202143207 456409.9092916031, 137883.8742738388 456424.0840634408, 137887.96550827447 456442.0941347709, 137895.27448244227 456606.80076346075, 137889.00445783965 456634.6596057501, 137883.12019744166 456677.0365811728, 137821.01049081105 456795.80942759605, 137727.07590340325 456870.9236773167)","1138.4759615933756"
"2656","2737","59182170804","3572.0","3581.0","21","36","10","8","LINESTRING (137727.07590340325 456870.9236773167, 137821.01049081105 456795.80942759605, 137883.12019744166 456677.0365811728, 137889.00445783965 456634.6596057501, 137895.27448244227 456606.80076346075, 137887.96550827447 456442.0941347709, 137883.8742738388 456424.0840634408, 137883.94202143207 456409.9092916031, 137883.76176283607 456403.3233126998, 137883.15350943105 456395.8264728252, 137863.56158244898 456393.7465694263, 137863.54868979435 456380.0504938084, 137924.61779353733 456297.6972754799, 137917.54249628205 456290.7566715842, 137914.09285524767 456279.98740925244, 137910.4167163643 456269.11879300827, 137912.3192405345 456264.3837072777, 137925.30881835954 456259.4214338599, 137934.42487236997 456269.94875199086, 137954.37681207576 456264.9626878066, 137958.1826623052 456249.69589813985, 137926.87380646486 456174.25760021224, 137901.07783490143 456117.93729359686, 137869.54804478478 456054.4605785985, 137847.7565266252 456021.02409227163, 137788.2446210285 455935.9931894903)","1133.3168567530838"
"2657","2738","59182170804","3581.0","3581.0","21","47","4","8",,
"2658","2739","59182170804","3581.0","3581.0","21","53","3","8",,
"2669","2753","59182171672","3581.0","3581.0","11","30","204","8",,
"2670","2754","59182171672","3581.0","3511.0","16","20","10","8","LINESTRING (137788.2446210285 455935.9931894903, 137692.14317386202 455830.0285607268, 137671.22680784625 455808.42787416116, 137600.04071228608 455875.2097045484, 137563.06430495155 455907.7046465638, 137383.23585713402 455714.57842260564, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137241.13811791028 455813.6486319032, 137199.70180034733 455788.585097598, 137194.57606085503 455792.5976665514, 137150.8908681285 455927.9351415785, 137122.90479563668 455907.6860997445, 137054.4918852017 455836.4253982127, 137033.11013999418 455825.26525766857, 136991.20645115394 455803.88785170123, 136956.68995141826 455791.82986460364, 136872.43036157187 455920.79721442837, 136850.57180522708 455912.33208878495, 136786.46449211935 455885.66354793665, 136763.9586522635 455850.2539638199, 136723.20419720237 455832.2902862919, 136706.0274908427 455824.26477206097, 136692.57470668573 455816.9376843111, 136596.78063766568 455771.42949307186, 136583.62103122077 455765.62587917206, 136528.31073810183 455740.9196728209, 136509.2756417834 455780.7435981463, 136466.87282877957 455767.7614677086, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136396.6181147642 455740.3753861085, 136422.55654092712 455708.5693691623)","1954.2102170887365"
"2676","2760","59182171889","3581.0","3581.0","11","0","10","8",,
"2677","2761","59182171889","3581.0","3581.0","11","30","10","8",,
"2678","2762","59182171951","3552.0","3554.0","8","15","5","8","LINESTRING (135644.05209253923 457769.864371804, 135613.45629476375 457810.20420378784, 135587.2203810898 457794.9748015522, 135545.7893358131 457827.0350545219, 135541.21512512758 457831.05832541856, 135500.62781764084 457861.50238048844, 135479.4392965474 457879.07564388326, 135455.7316581404 457897.09281130653, 135409.08025934486 457930.3985956941, 135372.72042149416 457960.6156659421, 135465.11841056458 458075.40673341695, 135375.7168640735 458161.01765864814, 135335.30326431183 458206.73850312864, 135152.2995237527 458360.7380834929, 135127.4253791447 458384.23552994867, 135044.31208365585 458465.3435842807, 134958.1662252588 458558.13652655657, 134907.63998358135 458503.11052207806, 134848.3941122167 458559.9930700015, 134837.6770455701 458548.82141364337)","1372.7046446399863"
"2679","2763","59182171951","3554.0","3553.0","8","21","2","8","LINESTRING (134837.6770455701 458548.82141364337, 134812.8652407292 458521.26262027473, 134770.3103896333 458481.4483865402, 134765.0819245569 458475.8843624104, 134770.29466455567 458470.8452970694, 134808.9387634355 458433.12663629994, 134825.82744845728 458417.1811956248, 134850.2064641998 458393.5952278192, 134889.0162783699 458359.2922341366, 134891.7274752183 458357.25632735953, 134916.9546619696 458331.5199309441, 134918.3959644754 458301.67397935403, 134901.63199322237 458268.9753971783, 134881.00703833214 458225.0885303133, 134836.04154799785 458133.524999095, 134820.22331687494 458097.8188207016, 134806.26684594477 458065.16480501957, 134791.24089524677 458045.84420763125, 134786.3881320995 458040.12287111836, 134767.11022911998 458019.68476652406, 134760.0549787891 458013.11570676195, 134738.54183355658 457993.9218015685, 134707.13061647306 457976.6597887321, 134603.4140282972 457923.0891328899, 134574.36254017433 457966.87816767435, 134446.2239444162 457900.5048729082, 134426.52931127197 457938.7932227604, 134439.22060003897 457946.4177427846, 134414.01929295718 457989.88028218795)","1160.3904584196828"
"2680","2764","59182171951","3553.0","3551.0","8","30","3","8","LINESTRING (134414.01929295718 457989.88028218795, 134391.6421674124 458028.7139318992, 134386.43122752133 458025.9428774608, 134294.75314772496 457961.98152171914, 134288.6969283467 457955.3088348351, 134284.2337378471 457949.53073332034, 134309.71098917045 457924.86945343827, 134354.89962203207 457879.2316958002, 134411.27177652705 457827.5511057496, 134507.7561747123 457740.92567682016, 134599.8838707919 457651.9279074639, 134725.74081079592 457530.56210028986, 134743.354316325 457513.5787378578, 134770.25184146338 457481.58199968835, 134789.11491700512 457465.1722768478, 134866.10150284608 457399.12736430357, 134943.7063568859 457327.8852992289, 134973.97106316287 457299.5032064698, 134978.15406397413 457303.81440831796, 135023.62543540198 457260.8185695393, 135032.47137927616 457252.46077187546, 135050.06094257376 457235.8346432439, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874, 135189.68552600537 457113.1794658813)","1424.8949056844326"
"2681","2765","59182171951","3551.0","3552.0","8","45","7","8","LINESTRING (135189.68552600537 457113.1794658813, 135141.1784074493 457158.46671860944, 135169.0436765583 457184.2125296088, 135181.10123290663 457199.3960549162, 135184.11731231067 457203.1891525615, 135222.1180510819 457250.2680541066, 135264.1945269398 457307.67830763507, 135270.5341415497 457328.937307123, 135292.50525589765 457373.6103510163, 135363.5228921827 457485.7138437163, 135405.7557108396 457552.42606251163, 135447.31042578677 457607.2586766685, 135481.34501088315 457648.9033793884, 135504.07610203847 457682.0589108891, 135524.09867493977 457709.41734652565, 135587.2203810898 457794.9748015522, 135613.45629476375 457810.20420378784, 135644.05209253923 457769.864371804)","927.8179294359968"
"2682","2766","59182171951","3552.0","3553.0","14","20","5","8","LINESTRING (135644.05209253923 457769.864371804, 135613.45629476375 457810.20420378784, 135587.2203810898 457794.9748015522, 135545.7893358131 457827.0350545219, 135541.21512512758 457831.05832541856, 135500.62781764084 457861.50238048844, 135479.4392965474 457879.07564388326, 135455.7316581404 457897.09281130653, 135409.08025934486 457930.3985956941, 135372.72042149416 457960.6156659421, 135361.60906947497 457969.32672108355, 135320.8595134902 458006.68218804704, 135297.45264829166 458029.42750769085, 135174.8247101619 457917.9308480452, 135015.36531150574 457970.9949098349, 134892.46501623595 458009.29654210625, 134830.38551799845 458025.95881379076, 134810.0454848589 458044.23245230824, 134800.7248044346 458044.8933507377, 134791.24089524677 458045.84420763125, 134786.3881320995 458040.12287111836, 134767.11022911998 458019.68476652406, 134760.0549787891 458013.11570676195, 134738.54183355658 457993.9218015685, 134707.13061647306 457976.6597887321, 134603.4140282972 457923.0891328899, 134574.36254017433 457966.87816767435, 134446.2239444162 457900.5048729082, 134426.52931127197 457938.7932227604, 134439.22060003897 457946.4177427846, 134414.01929295718 457989.88028218795)","1558.7465204665057"
"2683","2767","59182171951","3553.0","3554.0","14","35","5","8","LINESTRING (134414.01929295718 457989.88028218795, 134391.6421674124 458028.7139318992, 134386.43122752133 458025.9428774608, 134360.70925913434 458072.48977784347, 134336.5259759061 458116.638318283, 134454.03907669685 458183.7869827569, 134427.7955691434 458233.37312175124, 134402.009629485 458285.80578747625, 134438.5212166747 458325.77537204284, 134457.50512631936 458346.30243543093, 134507.81454212844 458400.3011807857, 134607.53460369963 458503.73105958314, 134673.01933305268 458482.22332171915, 134689.32955463883 458467.3478807074, 134729.8179020778 458509.17254010617, 134765.0819245569 458475.8843624104, 134770.3103896333 458481.4483865402, 134812.8652407292 458521.26262027473, 134837.6770455701 458548.82141364337)","1004.390205059017"
"2684","2768","59182171951","3554.0","3552.0","14","50","5","8","LINESTRING (134837.6770455701 458548.82141364337, 134848.3941122167 458559.9930700015, 134907.63998358135 458503.11052207806, 134958.1662252588 458558.13652655657, 135044.31208365585 458465.3435842807, 135127.4253791447 458384.23552994867, 135152.2995237527 458360.7380834929, 135335.30326431183 458206.73850312864, 135375.7168640735 458161.01765864814, 135465.11841056458 458075.40673341695, 135503.56306542395 458042.35614097724, 135550.70201269726 457998.9468646963, 135578.10289630445 457970.65749760956, 135616.86649409452 457927.637598964, 135579.7291129028 457880.0850144632, 135635.47448135182 457826.0620926489, 135613.45629476375 457810.20420378784, 135644.05209253923 457769.864371804)","1301.0635635297108"
"2685","2769","59182171951","3552.0","3554.0","16","55","5","8","LINESTRING (135644.05209253923 457769.864371804, 135613.45629476375 457810.20420378784, 135587.2203810898 457794.9748015522, 135545.7893358131 457827.0350545219, 135541.21512512758 457831.05832541856, 135500.62781764084 457861.50238048844, 135479.4392965474 457879.07564388326, 135455.7316581404 457897.09281130653, 135409.08025934486 457930.3985956941, 135372.72042149416 457960.6156659421, 135465.11841056458 458075.40673341695, 135375.7168640735 458161.01765864814, 135335.30326431183 458206.73850312864, 135152.2995237527 458360.7380834929, 135127.4253791447 458384.23552994867, 135044.31208365585 458465.3435842807, 134958.1662252588 458558.13652655657, 134907.63998358135 458503.11052207806, 134848.3941122167 458559.9930700015, 134837.6770455701 458548.82141364337)","1372.7046446399863"
"2686","2770","59182171951","3554.0","3552.0","17","15","5","8","LINESTRING (134837.6770455701 458548.82141364337, 134848.3941122167 458559.9930700015, 134907.63998358135 458503.11052207806, 134958.1662252588 458558.13652655657, 135044.31208365585 458465.3435842807, 135127.4253791447 458384.23552994867, 135152.2995237527 458360.7380834929, 135335.30326431183 458206.73850312864, 135375.7168640735 458161.01765864814, 135465.11841056458 458075.40673341695, 135503.56306542395 458042.35614097724, 135550.70201269726 457998.9468646963, 135578.10289630445 457970.65749760956, 135616.86649409452 457927.637598964, 135579.7291129028 457880.0850144632, 135635.47448135182 457826.0620926489, 135613.45629476375 457810.20420378784, 135644.05209253923 457769.864371804)","1301.0635635297108"
"2687","2771","59182171951","3552.0","3554.0","18","15","12","8","LINESTRING (135644.05209253923 457769.864371804, 135613.45629476375 457810.20420378784, 135587.2203810898 457794.9748015522, 135545.7893358131 457827.0350545219, 135541.21512512758 457831.05832541856, 135500.62781764084 457861.50238048844, 135479.4392965474 457879.07564388326, 135455.7316581404 457897.09281130653, 135409.08025934486 457930.3985956941, 135372.72042149416 457960.6156659421, 135465.11841056458 458075.40673341695, 135375.7168640735 458161.01765864814, 135335.30326431183 458206.73850312864, 135152.2995237527 458360.7380834929, 135127.4253791447 458384.23552994867, 135044.31208365585 458465.3435842807, 134958.1662252588 458558.13652655657, 134907.63998358135 458503.11052207806, 134848.3941122167 458559.9930700015, 134837.6770455701 458548.82141364337)","1372.7046446399863"
"2688","2772","59182171951","3554.0","3552.0","18","40","10","8","LINESTRING (134837.6770455701 458548.82141364337, 134848.3941122167 458559.9930700015, 134907.63998358135 458503.11052207806, 134958.1662252588 458558.13652655657, 135044.31208365585 458465.3435842807, 135127.4253791447 458384.23552994867, 135152.2995237527 458360.7380834929, 135335.30326431183 458206.73850312864, 135375.7168640735 458161.01765864814, 135465.11841056458 458075.40673341695, 135503.56306542395 458042.35614097724, 135550.70201269726 457998.9468646963, 135578.10289630445 457970.65749760956, 135616.86649409452 457927.637598964, 135579.7291129028 457880.0850144632, 135635.47448135182 457826.0620926489, 135613.45629476375 457810.20420378784, 135644.05209253923 457769.864371804)","1301.0635635297108"
"2689","2773","59182171982","3526.0","0.0","9","40","20","8",,
"2690","2774","59182171982","0.0","3512.0","13","0","30","8",,
"2691","2775","59182171982","3512.0","3526.0","15","0","30","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136956.68995141826 455791.82986460364, 136944.1899431512 455782.57384469634, 136950.07553974295 455734.89979604894, 136970.68364473296 455659.07924075145, 137023.3108212042 455571.24935088574, 137028.53762128303 455562.93047775235, 136922.1904845696 455501.4215612967, 136955.5834322649 455414.70670663135, 136977.12735339536 455360.32263708365, 136985.92648746748 455340.9760473596, 137012.776589707 455294.294389552, 136945.94206030425 455262.2152749193, 136949.3036745714 455221.4707908985, 136954.79443319817 455193.24647165945, 136966.17998147302 455159.3487954624, 136971.36959524848 455148.2373773323, 136995.2753949365 455049.08496684657, 136985.85430787186 455044.45725186047, 136987.59733116152 455039.3218601447, 136993.59791450933 455023.0673227811, 136994.72012306168 455020.63779666676, 137023.78552885394 454977.5975445449, 136974.55190756352 454940.5034551363, 137004.4601874792 454899.2068264517, 136952.74951793544 454874.9168017729, 136946.35059662684 454872.0694929358, 136967.3715208106 454810.8114654252, 136964.9131435156 454807.7162168526, 136932.34570772495 454786.8729134174, 136930.46718674022 454779.2361716889, 136928.58875080303 454773.5131015643, 136877.69350255423 454636.59245357296, 136873.35583341928 454625.72702112125, 136843.2263681161 454563.286462801, 136804.58675092537 454474.01903446246, 136795.73634118686 454481.4501670071, 136781.96023817454 454461.6517803977, 136778.64526756408 454436.2410192186, 136763.58645578264 454388.2096128773, 136743.47092290773 454305.43919835065, 136734.99713792757 454279.1684331731, 136725.62862191827 454251.96638326114, 136708.64014814034 454205.2105950496, 136673.5565368885 454105.5839769165, 136629.19398988024 453979.53423949995, 136607.0969784897 453920.0584015066, 136604.4938695966 453913.2255353889, 136601.32297469003 453904.8816343211, 136573.783608109 453823.7303875534, 136553.79029848403 453769.8545055848, 136491.80428516614 453617.06883734226, 136466.91369492197 453548.447336539, 136447.4962083536 453495.1371740786, 136416.00460760313 453392.461652451, 136408.54106062598 453375.02171905426, 136358.76203481766 453234.286137476, 136353.749417894 453221.4210184948, 136347.49598792606 453206.8137726819, 136247.86306011153 453239.49770417024, 136231.58536815477 453239.7036498076, 136222.269319241 453238.5705337876, 136016.4979751402 453198.9409602298, 135988.8298791301 453177.39532796154, 135972.23931878398 453174.7328119358, 135880.1648841286 453166.407126789, 135850.23710033586 453133.40005006647, 135799.77922659717 453116.58266644424, 135796.87877380283 453114.83594245184, 135811.360130372 453064.746600537, 135729.59089876962 453079.74856286345, 135649.98351750794 453095.0995038739, 135612.3445913213 453102.188475381, 135537.45403167952 453094.31406071776)","4107.894991623188"
"2692","2776","59182172261","3571.0","3512.0","10","30","15","8","LINESTRING (137589.7636619155 457844.3957359527, 137543.15479265066 457722.1726468318, 137541.8907203867 457695.7861245275, 137533.07567554602 457688.5406358522, 137509.34043716954 457642.59560887463, 137494.45014430067 457602.7166360053, 137437.95811629557 457445.76048278756, 137417.19413859077 457392.01719389873, 137398.00428895772 457332.1157297659, 137376.6327119976 457319.8637344465, 137367.96969350494 457276.5029028222, 137375.6798370933 457265.5498259717, 137381.56595674052 457263.82669864653, 137389.14585666778 457256.71258469915, 137323.90075630834 456992.7674999223, 137309.1918885892 456948.983224389, 137302.76202841173 456928.92360968963, 137296.10459037375 456904.6146715107, 137295.9403258898 456895.0357479862, 137304.99234564096 456841.2537266951, 137305.56804335926 456781.5494353681, 137308.29637444805 456731.7730344911, 137308.80151797738 456710.0309909484, 137310.44088291537 456700.8684472982, 137211.43056023755 456678.96932014194, 137191.6320678151 456672.55365586514, 137179.55893585473 456666.9559790493, 137186.19199871653 456655.4946804927, 137175.01117475954 456585.28501027264, 137138.83851937557 456341.14292979747, 137128.83617055955 456339.954973035, 137098.82962489128 456334.63331061095, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136825.31391165243 456206.0287051798, 136872.84924745545 456199.5246487392, 136894.8426304141 456196.4294461653, 136913.14455814127 456193.94855899323, 136905.2309150172 456143.454076431, 136906.46290926434 456137.3747923252, 136906.24401100934 456129.9434086403, 136901.56717273773 456072.55016639596, 136826.74461839005 456066.7146097303, 136834.56546553384 456035.19943394663, 136842.25790966515 456004.15203342936, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","2707.876862194816"
"2693","2777","59182172261","3512.0","3571.0","16","15","15","8","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 137049.9098553958 456116.5838023283, 137064.26631299872 456114.5182400188, 137113.54318992095 456107.9323327879, 137132.02895725582 456106.909100553, 137132.24088233977 456116.3098219462, 137129.6747133212 456117.3426279464, 137116.9309293495 456161.99259249686, 137092.07016056174 456297.69699488924, 137090.02570056604 456333.22972721024, 137098.82962489128 456334.63331061095, 137128.83617055955 456339.954973035, 137138.83851937557 456341.14292979747, 137175.01117475954 456585.28501027264, 137186.19199871653 456655.4946804927, 137315.3305083429 456696.21151831455, 137324.04815927165 456733.3303355735, 137322.1909571941 456781.47923328774, 137319.4595912119 456842.00337978045, 137323.7679059925 456922.5738731393, 137327.18203945155 456932.75318661163, 137330.12131479703 456944.2804377368, 137339.53643855065 456988.87350625073, 137423.7046997625 457258.71546584263, 137438.4781762309 457253.400692054, 137458.50739212596 457298.8021279411, 137438.360572233 457321.0251191909, 137433.46342317696 457366.102832004, 137436.02853896728 457386.28752445447, 137454.09320167147 457440.0960387608, 137512.2477857509 457596.5458566385, 137527.11936807513 457635.0341932, 137549.4443443499 457671.5382459018, 137533.07567554602 457688.5406358522, 137541.8907203867 457695.7861245275, 137543.15479265066 457722.1726468318, 137589.7636619155 457844.3957359527)","2236.1354661036307"
"2717","2803","59182173284","3522.0","3523.0","14","30","30","8","LINESTRING (136334.17629909387 453939.55411100807, 136388.76570601488 453912.5250488789, 136425.85483407247 453989.16702006315, 136479.5113443968 453963.8669585742, 136552.37558115934 453928.4050227893, 136601.32297469003 453904.8816343211, 136609.113092077 453910.8942704366, 136657.20227663688 453894.3728473382, 136710.21791124335 453889.9944957301, 136733.15350708706 453888.6753337541, 136758.77470601475 453886.81239299645, 136858.50774992676 453880.51794889616, 136869.53666058218 453879.8213533633, 136878.41323565476 453879.25499927835, 136896.6539361138 453878.3319600031, 136914.40105128862 453877.42190599605, 136956.26505569834 453873.83212696144, 136956.65649600016 453851.3005987035, 137025.28673705124 453832.41641358647)","794.9152171881698"
"2718","2804","59182173284","3523.0","3522.0","15","15","5","8","LINESTRING (137025.28673705124 453832.41641358647, 136956.65649600016 453851.3005987035, 136956.26505569834 453873.83212696144, 136914.40105128862 453877.42190599605, 136896.6539361138 453878.3319600031, 136878.41323565476 453879.25499927835, 136869.53666058218 453879.8213533633, 136858.50774992676 453880.51794889616, 136758.77470601475 453886.81239299645, 136733.15350708706 453888.6753337541, 136710.21791124335 453889.9944957301, 136657.20227663688 453894.3728473382, 136609.113092077 453910.8942704366, 136604.4938695966 453913.2255353889, 136555.91855105924 453935.3790190258, 136483.00103409332 453971.241637302, 136429.64669930039 453996.6629207897, 136371.20811881035 454024.5292616062, 136367.33960674188 454016.72216386197, 136334.17629909387 453939.55411100807)","800.7225019014119"
"2738","2825","59182174493","3511.0","3514.0","12","30","15","8","LINESTRING (136422.55654092712 455708.5693691623, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136466.87282877957 455767.7614677086, 136509.2756417834 455780.7435981463, 136486.30446422758 455865.954135145, 136454.3152164065 455877.58864718047, 136488.3398088525 455965.4354187232, 136491.4453672545 455973.08969685313, 136508.0755734738 455992.69868714956, 136580.60631771473 456095.5011946689, 136625.6585209411 456116.0068199753, 136605.52939225367 456174.8488102695, 136603.88719560957 456182.9434969664, 136580.70617900373 456179.8916916612, 136570.69060953736 456178.9608027872, 136569.9703198786 456184.31508620834, 136567.47752197314 456293.937890262, 136564.84636948744 456342.12331813923, 136549.7886970833 456439.4762048301, 136545.2878147788 456441.66246757744, 136534.1357149459 456490.7251057516, 136526.92455408865 456491.9423521072, 136526.66776507784 456498.45203106635, 136526.64249951087 456521.1825984875, 136526.62810230986 456526.53427113936, 136525.29999595368 456552.7187444156, 136519.2303697876 456590.0579789296, 136506.82363579684 456631.40388660075, 136466.6257954391 456700.7239561855, 136505.51519226457 456723.6880432898, 136542.6033390373 456745.1348476822, 136578.5392843369 456766.38592423627, 136561.76661649 456798.17948165827, 136571.0358156924 456847.68936639227, 136578.17770074078 456851.9575712518, 136607.96129278094 456877.3593965166, 136652.59785922838 456933.89288402937, 136754.51724132444 457026.6764206781, 136795.6703599794 456984.00200311723, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","1814.704619793492"
"2739","2826","59182174493","3514.0","3511.0","13","15","15","8","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136867.578014776 456968.3744153542, 136862.77130196383 456924.1548342492, 136852.1113849098 456862.59999625874, 136842.95364319367 456842.8624470383, 136830.19617694692 456813.1023787188, 136806.49923860247 456769.2967732703, 136787.25649350358 456735.0433625144, 136784.60183306842 456730.5136591192, 136756.80893714554 456678.0338582045, 136736.49798106024 456642.30479941546, 136736.8328238796 456627.11654373753, 136728.69509972585 456622.2843402148, 136728.917047106 456611.8139341364, 136740.66976230973 456608.3439835285, 136753.75067791325 456578.3892487733, 136755.9119205825 456573.5303781581, 136716.72165315022 456457.4739913827, 136721.85808794995 456456.66517683497, 136624.72109137854 456435.6497781768, 136643.95151352952 456352.6120524385, 136652.93898169423 456314.5501664344, 136662.9537349469 456281.8583831626, 136609.52345737605 456219.03773343604, 136602.70305877825 456188.88916907157, 136603.88719560957 456182.9434969664, 136580.70617900373 456179.8916916612, 136578.27575037646 456169.4199745829, 136580.60631771473 456095.5011946689, 136508.0755734738 455992.69868714956, 136491.4453672545 455973.08969685313, 136488.3398088525 455965.4354187232, 136454.3152164065 455877.58864718047, 136486.30446422758 455865.954135145, 136509.2756417834 455780.7435981463, 136466.87282877957 455767.7614677086, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136396.6181147642 455740.3753861085, 136422.55654092712 455708.5693691623)","1674.3019488967705"
"2747","2834","59182174710","3581.0","3562.0","1","20","20","8","LINESTRING (137788.2446210285 455935.9931894903, 137847.7565266252 456021.02409227163, 137869.54804478478 456054.4605785985, 137901.07783490143 456117.93729359686, 137926.87380646486 456174.25760021224, 137958.1826623052 456249.69589813985, 137954.37681207576 456264.9626878066, 137934.42487236997 456269.94875199086, 137931.98038526057 456278.5130347322, 137937.8260735243 456290.586964139, 137949.39497199294 456325.01569609967, 137960.8556180184 456395.92701421864, 137960.36624265191 456401.1022845273, 137960.12701757575 456403.2838016248, 137959.61995117526 456413.2989473404, 137971.80962681797 456671.3473474559, 137898.96125219314 456788.33129795373, 137894.75476647972 456792.51801089966, 137902.22807688935 456859.6601012529, 137903.55279307978 456866.3089093238, 137944.02355113154 456917.1828365775, 137872.8684936812 456967.49430749123, 137820.26101629416 457001.47649637045, 137774.65593989645 457029.2934385307, 137783.79019925816 457094.9053653775, 137787.77724051347 457138.30531856697, 137790.74089668764 457173.0750211919, 137793.99465418648 457210.51397016185, 137774.88157301457 457211.2587826206, 137536.0931952614 457258.05272666446, 137480.71371281988 457281.57868170633, 137458.50739212596 457298.8021279411, 137438.360572233 457321.0251191909, 137398.00428895772 457332.1157297659, 137385.0812463948 457345.25680095435, 137306.54643735272 457374.6522700998, 137250.4771524971 457396.2028230362, 137190.87221393856 457419.41331792204, 137151.2766161644 457434.00791726075, 137146.2222751047 457436.4292744812, 137076.85104690527 457462.2351838434, 137008.03022678616 457488.4851165069, 136946.09483897567 457512.6749520787, 136982.75248160565 457610.3622126509, 137007.44775776658 457676.00549359585, 136946.3532789004 457699.0685723598, 136888.83750385695 457720.80650347756, 136829.7781615564 457743.69672260754, 136840.1128512075 457770.99568005564, 136851.2111326552 457799.1930836088, 136868.14258239052 457845.23767857393, 136875.54512736533 457865.1040744611, 136947.40646636495 458051.60461229004, 136994.32122315562 458099.92190615385, 137009.09383229123 458102.76123264845, 137016.09085996938 458113.0386538372, 137011.91086439506 458124.03517607535, 137034.0006415675 458146.1740696428, 137053.33795774056 458166.83209962404, 137056.7360936082 458174.55244554044, 137052.89289517654 458204.86254062876, 137044.92007171738 458216.4512760937, 137039.39812558805 458221.9341000692, 136902.26866541975 458362.040794124, 136879.2183166354 458384.49920283013, 136862.61228305622 458400.88164513145, 136868.895572073 458412.6968611456, 136867.27864633602 458421.9930106753, 136862.54862366954 458430.38817443606, 136856.3254426477 458435.0504343836, 136835.4845632058 458434.02501516294, 136797.10608049194 458451.1547960303, 136591.4393986193 458546.9615897359, 136572.7512897658 458559.3028313518, 136523.3196912295 458609.70924333343, 136548.92378069097 458633.81338326534, 136563.60441194352 458678.71936321113, 136403.57587849803 458818.6913181372)","4270.974186612715"
