,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
2118,2176,59120170246,3881.0,0.0,10,0,30,1,,
2119,2177,59120170246,0.0,3553.0,13,0,85,1,,
2120,2178,59120170339,3582.0,3553.0,8,0,25,1,"LINESTRING (137645.194030429 454714.18790427403, 137654.0163027995 454643.3402617643, 137663.0991831105 454590.1709251157, 137405.29162826872 454601.57813774794, 137207.95738693723 454738.6950993068, 137184.68549028682 454757.99289882364, 137161.24988784772 454762.1600451678, 137132.76814589632 454762.2287898514, 137074.86961675348 454799.6755910731, 137043.32708045671 454791.09984526486, 136977.61574570695 454807.8927417807, 136930.46718674022 454779.2361716889, 136830.07116270528 454734.1852148826, 136820.88263464055 454729.62371812575, 136788.8872604097 454723.0539144457, 136749.8230479356 454766.621708654, 136748.74292297268 454771.1650745598, 136700.10511339008 454971.88973138866, 136681.52273778417 455035.3428964223, 136637.10371626218 455151.917900257, 136584.54228988805 455247.6399287221, 136568.690798885 455274.17848537164, 136490.30554974626 455417.7166701778, 136399.67292454824 455576.63353541994, 136354.04519816965 455654.70858894975, 136326.27231891063 455703.53352166427, 136282.80458851214 455786.7636238484, 136233.34206885486 455859.2022297856, 136095.62483359547 456103.12737764453, 136091.19993304854 456109.10773579124, 136020.54504178985 456251.0332415226, 135977.43621395977 456332.32882875385, 135948.1482074683 456387.9597538581, 135944.3175310747 456395.1062058807, 135889.14122874133 456448.93412759143, 135871.58046936028 456463.8103430962, 135831.6792479219 456494.34906636825, 135778.8277737301 456544.50881132437, 135754.51552061673 456567.58916345617, 135728.12798768937 456592.6358550918, 135702.41850270127 456621.0623752025, 135676.47595872046 456645.8628471632, 135646.87248671486 456671.89043082827, 135508.94375126302 456801.4463286842, 135500.46498718578 456809.4902970401, 135487.27563508833 456821.94753632124, 135473.73332307627 456835.240649442, 135457.0819408108 456850.70446201775, 135426.80873703668 456880.06269319897, 135404.19130710672 456901.1799353376, 135398.17403353454 456906.076843196, 135369.3280536102 456934.0390522887, 135340.68329189334 456960.8212754481, 135324.6289779921 456976.316557846, 135304.60058630144 456995.2433181468, 135268.0119757197 457029.8233977785, 135254.59176327562 457042.51582665835, 135220.27008778526 457074.95106644084, 135185.25946770018 457108.0457274874, 135136.64533534774 457153.9898873397, 135050.06094257376 457235.8346432439, 135032.47137927616 457252.46077187546, 135023.62543540198 457260.8185695393, 134978.15406397413 457303.81440831796, 134947.77288924812 457332.19694520434, 134870.8514852274 457404.7156791299, 134788.39002493164 457482.3649881763, 134731.03799811404 457535.9255316421, 134604.3365938473 457656.84962495347, 134511.72895080454 457745.749154456, 134422.85833532244 457828.04834404093, 134416.1562634811 457834.16203231254, 134361.9400787118 457887.0129866809, 134426.52931127197 457938.7932227604, 134439.22060003897 457946.4177427846, 134414.01929295718 457989.88028218795)",5291.44316193142
2121,2179,59120170339,3553.0,3582.0,10,0,25,1,"LINESTRING (134414.01929295718 457989.88028218795, 134391.6421674124 458028.7139318992, 134386.43122752133 458025.9428774608, 134288.6969283467 457955.3088348351, 134315.98157299095 457930.3730364089, 134361.9400787118 457887.0129866809, 134416.1562634811 457834.16203231254, 134422.85833532244 457828.04834404093, 134511.72895080454 457745.749154456, 134604.3365938473 457656.84962495347, 134731.03799811404 457535.9255316421, 134788.39002493164 457482.3649881763, 134870.8514852274 457404.7156791299, 134947.77288924812 457332.19694520434, 134978.15406397413 457303.81440831796, 135023.62543540198 457260.8185695393, 135032.47137927616 457252.46077187546, 135050.06094257376 457235.8346432439, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874, 135220.27008778526 457074.95106644084, 135254.59176327562 457042.51582665835, 135268.0119757197 457029.8233977785, 135304.60058630144 456995.2433181468, 135324.6289779921 456976.316557846, 135340.68329189334 456960.8212754481, 135369.3280536102 456934.0390522887, 135398.17403353454 456906.076843196, 135404.19130710672 456901.1799353376, 135426.80873703668 456880.06269319897, 135457.0819408108 456850.70446201775, 135473.73332307627 456835.240649442, 135487.27563508833 456821.94753632124, 135500.46498718578 456809.4902970401, 135508.94375126302 456801.4463286842, 135673.17187079825 456642.0038164911, 135697.80905200032 456618.08734736475, 135728.12798768937 456592.6358550918, 135754.51552061673 456567.58916345617, 135778.8277737301 456544.50881132437, 135831.6792479219 456494.34906636825, 135868.8427623503 456461.10611421627, 135885.44872309463 456445.6327503888, 135937.30811221557 456386.3768620781, 135965.4452753061 456332.67507734, 135970.84196900117 456322.8635334973, 136013.17796745454 456247.3674991828, 136091.19993304854 456109.10773579124, 136095.62483359547 456103.12737764453, 136233.34206885486 455859.2022297856, 136275.02715087356 455781.6304024258, 136326.27231891063 455703.53352166427, 136354.04519816965 455654.70858894975, 136399.67292454824 455576.63353541994, 136490.30554974626 455417.7166701778, 136568.690798885 455274.17848537164, 136584.54228988805 455247.6399287221, 136637.10371626218 455151.917900257, 136681.52273778417 455035.3428964223, 136700.10511339008 454971.88973138866, 136748.74292297268 454771.1650745598, 136749.8230479356 454766.621708654, 136794.16054341177 454708.55971009977, 136801.26657293623 454705.98587970674, 136809.45910699375 454706.22296682175, 136830.07116270528 454734.1852148826, 136930.46718674022 454779.2361716889, 136977.61574570695 454807.8927417807, 137043.32708045671 454791.09984526486, 137074.86961675348 454799.6755910731, 137132.76814589632 454762.2287898514, 137161.24988784772 454762.1600451678, 137180.96980956188 454754.06759359495, 137189.25779193567 454750.3552368168, 137199.2748286824 454741.3407401267, 137206.24001050642 454730.00071089255, 137664.6050764888 454581.65430418175, 137663.0991831105 454590.1709251157, 137654.0163027995 454643.3402617643, 137645.194030429 454714.18790427403)",5428.757112807561
2136,2194,59120170897,3451.0,1104.0,7,0,35,1,"LINESTRING (129523.38996977088 458485.7973547158, 129753.47627525717 459176.5705263461, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131792.58300346864 458009.1745170586, 132129.30226502818 457759.98127030133, 132087.88886695247 457700.42468184227, 132054.4992627731 457653.2481491953, 132043.73960388894 457933.03025217104, 132131.3406753957 458075.20777895657, 132344.21597178807 458554.94821296586, 132347.36117132456 458585.2859175439, 132353.03612342774 458608.6026549179, 132361.90084580478 458631.4598345904, 132367.67976520705 458641.5249169249, 132355.704893034 458650.1576571598, 132309.8064246149 458672.7970914153, 132204.1939636033 458690.88156492956, 132068.8744815114 458710.1287754199, 131939.6070641995 458728.5394033562, 131789.0126826593 458760.4376142413, 131725.3783187117 458808.0655422889, 131658.52177044202 458876.6821640456, 131568.1302746701 458963.5572553698, 131548.33552142401 458986.64827279956, 131499.272843544 459038.3159870202, 131325.85623792477 459206.94290146016, 131322.00936215202 459243.3548074406, 131246.93894648328 459565.71444968175, 131243.90883817762 459569.35604864685, 131230.2207411505 459611.25576516695, 131241.31012365 459634.61216848745, 131324.5725324214 459739.92448626587, 131355.21309323827 459764.868129562, 131392.8066046029 459800.4377881648, 131412.05868554302 459819.69477746484, 131448.24105908096 459858.2311028866, 131467.87822994625 459877.9204028256, 131487.33471707272 459899.9805032879, 131636.57322232472 460036.1285183574)",7203.582032556008
2137,2195,59120170897,1104.0,3451.0,16,30,45,1,"LINESTRING (131636.57322232472 460036.1285183574, 131487.33471707272 459899.9805032879, 131467.87822994625 459877.9204028256, 131448.24105908096 459858.2311028866, 131412.05868554302 459819.69477746484, 131392.8066046029 459800.4377881648, 131355.21309323827 459764.868129562, 131324.5725324214 459739.92448626587, 131397.12078527763 459648.9571216311, 131424.72707086787 459613.0889824973, 131482.20055540593 459538.4051823783, 131505.34778943556 459509.3677934652, 131590.9983480132 459399.74966748036, 131612.71398820519 459373.3007954099, 131700.51484974084 459253.8612471067, 131711.9459993973 459240.82350385835, 131550.35061568368 459087.1744756509, 131499.272843544 459038.3159870202, 131485.04165871523 459024.07505808363, 131558.23667059958 458954.11329552176, 131649.25913008736 458865.9555584034, 131777.99648581675 458740.87368885294, 131936.54231901656 458716.0701096102, 132064.37868592195 458697.6993819474, 132202.32585309376 458677.82806916384, 132349.75767080934 458639.2366443911, 132332.77180582026 458597.40196738334, 132112.72439541775 458087.77689323056, 132027.18619601053 457947.33696105407, 132047.07520347886 457643.36904287606, 132054.4992627731 457653.2481491953, 132087.88886695247 457700.42468184227, 132129.30226502818 457759.98127030133, 131792.58300346864 458009.1745170586, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086, 129753.47627525717 459176.5705263461, 129523.38996977088 458485.7973547158)",7344.462795752177
2138,2196,59120170959,3561.0,3562.0,12,0,9,1,"LINESTRING (137056.48879240872 458447.82027593924, 137015.41436252862 458490.5480189537, 136968.67242164217 458537.96959202003, 136876.73112760886 458628.7140690629, 136669.84249195148 458924.7578898484, 136649.61760765893 458945.3489339128, 136577.27783706106 458871.5390145822, 136480.5455049834 458808.7689578472)",863.7312639603152
2139,2197,59120170959,3562.0,3561.0,14,15,9,1,"LINESTRING (136480.5455049834 458808.7689578472, 136577.27783706106 458871.5390145822, 136649.61760765893 458945.3489339128, 136669.84249195148 458924.7578898484, 136876.73112760886 458628.7140690629, 136968.67242164217 458537.96959202003, 137015.41436252862 458490.5480189537, 137056.48879240872 458447.82027593924)",863.7312639603151
2148,2206,59120171083,3553.0,3522.0,10,50,10,1,"LINESTRING (134414.01929295718 457989.88028218795, 134391.6421674124 458028.7139318992, 134386.43122752133 458025.9428774608, 134288.6969283467 457955.3088348351, 134315.98157299095 457930.3730364089, 134361.9400787118 457887.0129866809, 134416.1562634811 457834.16203231254, 134422.85833532244 457828.04834404093, 134511.72895080454 457745.749154456, 134604.3365938473 457656.84962495347, 134731.03799811404 457535.9255316421, 134788.39002493164 457482.3649881763, 134870.8514852274 457404.7156791299, 134947.77288924812 457332.19694520434, 134978.15406397413 457303.81440831796, 135023.62543540198 457260.8185695393, 135032.47137927616 457252.46077187546, 135050.06094257376 457235.8346432439, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874, 135220.27008778526 457074.95106644084, 135254.59176327562 457042.51582665835, 135268.0119757197 457029.8233977785, 135304.60058630144 456995.2433181468, 135324.6289779921 456976.316557846, 135340.68329189334 456960.8212754481, 135369.3280536102 456934.0390522887, 135398.17403353454 456906.076843196, 135404.19130710672 456901.1799353376, 135426.80873703668 456880.06269319897, 135457.0819408108 456850.70446201775, 135473.73332307627 456835.240649442, 135487.27563508833 456821.94753632124, 135500.46498718578 456809.4902970401, 135508.94375126302 456801.4463286842, 135673.17187079825 456642.0038164911, 135697.80905200032 456618.08734736475, 135728.12798768937 456592.6358550918, 135754.51552061673 456567.58916345617, 135778.8277737301 456544.50881132437, 135831.6792479219 456494.34906636825, 135868.8427623503 456461.10611421627, 135885.44872309463 456445.6327503888, 135937.30811221557 456386.3768620781, 135965.4452753061 456332.67507734, 135970.84196900117 456322.8635334973, 136013.17796745454 456247.3674991828, 136091.19993304854 456109.10773579124, 136095.62483359547 456103.12737764453, 136233.34206885486 455859.2022297856, 136275.02715087356 455781.6304024258, 136326.27231891063 455703.53352166427, 136354.04519816965 455654.70858894975, 136399.67292454824 455576.63353541994, 136490.30554974626 455417.7166701778, 136568.690798885 455274.17848537164, 136584.54228988805 455247.6399287221, 136637.10371626218 455151.917900257, 136681.52273778417 455035.3428964223, 136700.10511339008 454971.88973138866, 136748.74292297268 454771.1650745598, 136749.8230479356 454766.621708654, 136794.16054341177 454708.55971009977, 136794.73649666543 454695.47343371186, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136747.14056208634 454623.896142542, 136733.73041486752 454601.0257704165, 136691.72367309214 454539.85356651247, 136688.01566778516 454534.43771660887, 136797.81378341425 454464.6534511794, 136725.62862191827 454251.96638326114, 136708.64014814034 454205.2105950496, 136673.5565368885 454105.5839769165, 136628.74726298806 454113.0477274482, 136589.47922856142 454120.958684766, 136582.67366573247 454123.4093148476, 136552.29316903203 454139.35404710425, 136476.22346347183 454053.14298637747, 136429.64669930039 453996.6629207897, 136371.20811881035 454024.5292616062)",5438.899430537972
2149,2207,59120171083,3522.0,3981.0,11,3,12,1,"LINESTRING (136371.20811881035 454024.5292616062, 136429.64669930039 453996.6629207897, 136476.22346347183 454053.14298637747, 136552.29316903203 454139.35404710425, 136582.67366573247 454123.4093148476, 136589.47922856142 454120.958684766, 136628.74726298806 454113.0477274482, 136673.5565368885 454105.5839769165, 136708.64014814034 454205.2105950496, 136725.62862191827 454251.96638326114, 136797.81378341425 454464.6534511794, 136849.778733211 454431.3194415234, 136929.42529865933 454390.1306334389, 136933.38256768355 454398.16036441736, 136977.88372233327 454476.62647280097, 137001.76674486062 454518.1512932832, 137049.38834659982 454589.98680175014, 137114.81974559967 454658.521100145, 137129.44871436656 454675.81399593933, 137182.26074388874 454731.6997301294, 137206.24001050642 454730.00071089255, 137664.6050764888 454581.65430418175, 137678.0827884411 454587.7266929705, 137814.71764287812 454609.26045696123, 137850.74408458307 454614.120692426, 137869.79416262673 454616.0689235268, 137892.29902081392 454617.9719789562, 138063.6152014539 454634.49810586096, 138142.85673913534 454637.7561539493, 138172.26319449444 454633.21742480545, 138218.03168297943 454618.2097826968, 138234.50569694667 454610.45511185133, 138256.4578235499 454598.8769881949, 138284.8145679444 454585.80883013434, 138298.81018725826 454587.1081135933, 138434.78107974614 454634.50676345226, 138577.89225647465 454580.06063300977, 138661.17938664343 454547.9886280698, 138670.86466748067 454551.8509503183, 138698.73531383523 454578.35071487003, 139151.96546123145 454971.8819810205, 139408.5371756455 455150.9678751163, 139667.1357664516 455135.1225072666, 139668.1484096321 454903.02048019157, 140550.1033764384 455031.2466872891, 140574.25209873772 455031.399189129, 140574.23100709735 455000.4579431376, 140826.13392080058 455000.3909935022, 141028.44441514293 455000.31992733607, 141028.801365401 454765.9506088602, 141136.24437070533 454766.1176329386)",6075.429937843777
2150,2208,59120171083,3981.0,3553.0,13,30,20,1,"LINESTRING (141136.24437070533 454766.1176329386, 141028.801365401 454765.9506088602, 141028.44441514293 455000.31992733607, 140826.13392080058 455000.3909935022, 140574.23100709735 455000.4579431376, 140574.25209873772 455031.399189129, 140575.23873181507 455078.5815487254, 140571.7519699261 455214.15042684204, 140571.7259643344 455231.19548480184, 140569.7601784051 455357.01363790844, 140569.7695446778 455400.44939871615, 140550.03597530848 455400.0949683969, 140550.01818847915 455349.09357182524, 140199.93724706574 455349.86596544913, 140025.11196247078 455350.0215441387, 139667.77925456464 455350.7641909645, 139321.19206384913 455453.31250957097, 139213.5115969486 455544.44081127946, 138945.87159433332 455984.29489410564, 138896.32800359195 456036.62471457827, 138818.37186334626 456025.41774340894, 138483.13723111013 455895.0428770748, 138381.39294310208 456276.75858412636, 138362.940031433 456445.3458426571, 138367.14687788015 456453.3647597288, 138362.14307727607 456491.8774712677, 138344.0238739936 456505.8344588853, 138300.3359361195 456496.6127538113, 138291.96211960306 456484.335491729, 138024.71132113732 456404.8655229168, 137959.76906043952 456408.8146544773, 137882.70171681425 456409.91355708544, 137688.1446169344 456394.6540289914, 137570.39090281082 456385.340867538, 137455.48161693366 456378.26791943883, 137437.001596917 456368.99836975837, 137376.8855030281 456363.82587632496, 137325.21537724475 456359.6699537925, 137276.29855578512 456355.1264776453, 137138.83851937557 456341.14292979747, 137098.82962489128 456334.63331061095, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136808.8192224967 456352.3293775152, 136741.88716301724 456346.2103820764, 136662.9537349469 456281.8583831626, 136609.52345737605 456219.03773343604, 136603.88719560957 456182.9434969664, 136580.70617900373 456179.8916916612, 136483.22501814686 456165.61155293044, 136327.91948967773 456129.8207916207, 136095.62483359547 456103.12737764453, 136091.19993304854 456109.10773579124, 136020.54504178985 456251.0332415226, 135977.43621395977 456332.32882875385, 135948.1482074683 456387.9597538581, 135944.3175310747 456395.1062058807, 135889.14122874133 456448.93412759143, 135871.58046936028 456463.8103430962, 135831.6792479219 456494.34906636825, 135778.8277737301 456544.50881132437, 135754.51552061673 456567.58916345617, 135728.12798768937 456592.6358550918, 135702.41850270127 456621.0623752025, 135676.47595872046 456645.8628471632, 135646.87248671486 456671.89043082827, 135508.94375126302 456801.4463286842, 135500.46498718578 456809.4902970401, 135487.27563508833 456821.94753632124, 135473.73332307627 456835.240649442, 135457.0819408108 456850.70446201775, 135426.80873703668 456880.06269319897, 135404.19130710672 456901.1799353376, 135398.17403353454 456906.076843196, 135369.3280536102 456934.0390522887, 135340.68329189334 456960.8212754481, 135324.6289779921 456976.316557846, 135304.60058630144 456995.2433181468, 135268.0119757197 457029.8233977785, 135254.59176327562 457042.51582665835, 135220.27008778526 457074.95106644084, 135185.25946770018 457108.0457274874, 135136.64533534774 457153.9898873397, 135050.06094257376 457235.8346432439, 135032.47137927616 457252.46077187546, 135023.62543540198 457260.8185695393, 134978.15406397413 457303.81440831796, 134947.77288924812 457332.19694520434, 134870.8514852274 457404.7156791299, 134788.39002493164 457482.3649881763, 134731.03799811404 457535.9255316421, 134604.3365938473 457656.84962495347, 134511.72895080454 457745.749154456, 134422.85833532244 457828.04834404093, 134416.1562634811 457834.16203231254, 134361.9400787118 457887.0129866809, 134426.52931127197 457938.7932227604, 134439.22060003897 457946.4177427846, 134414.01929295718 457989.88028218795)",9329.449049104283
2157,2215,59120171176,3453.0,3439.0,15,15,20,1,,
2158,2216,59120171176,3439.0,3453.0,16,5,20,1,"LINESTRING (135775.24752808316 451777.3885492118, 135757.11905276024 452136.0928287797, 135728.50535873335 452253.1150884384, 135727.7317890433 452269.4398764304, 135754.6231265315 452468.24601529265, 135748.84406427562 452490.1308776476, 135744.66622186184 452496.88936249935, 135702.61808700094 452507.07656042295, 135279.6763976871 452530.78448896384, 134749.37641841604 452613.30828713987, 134606.69481199395 452892.11795493995, 134595.59132382894 452910.23203583877, 134590.12125289373 452915.78406382946, 134569.15077589964 452932.4032570006, 134383.2464978783 452945.77499199176, 134256.88310708659 453011.1753004052, 134257.4626780651 453035.0826554741, 134124.0748975332 453272.3455918287, 134044.68551463168 453409.36195096606, 134033.833630215 453431.1033348318, 133998.8147373402 453489.28413283126, 133986.90310277752 453510.0287516593, 133967.9689575473 453543.4199459974, 133848.37990997656 453754.1301670638, 133813.77728577642 453749.55982601614, 133728.06073057445 453724.1128707683, 133719.98636695318 453727.8857078121, 133371.44845694644 454106.11437086225, 133503.95785383243 454601.57227136474, 133510.74626976938 454625.819968628, 133598.75426836486 455439.51080009574, 133597.4055587648 455449.4299041689, 133581.47000154623 455447.8184145205, 133371.43054552705 455429.0112645933, 133160.3060505814 455367.92762275453, 133111.2159439177 455344.28899554035, 132847.49365667664 455315.8714705065, 132808.98203098067 455322.4516114909, 132774.25148445927 455328.469990779, 132524.45526941045 455338.2921713319, 132450.42711349574 455334.49920638895, 132432.31117844585 455334.4032888764, 132408.79796112838 455333.63098798774, 132272.73762174198 455335.418585634, 132251.93175110727 455340.6427377531, 132145.60841634206 455373.06156468805, 132154.3561698478 455472.0433627594, 132164.49783183876 455601.5375888869, 132161.26185665416 455611.7772900448, 132150.34347681428 455611.70501453045, 131988.09076133714 455649.4911966885, 131989.42402062519 455777.7686106338, 131989.0793543898 455891.4786513755, 131983.0690485859 455901.87594280683, 131914.08323171642 455901.9173074458, 131782.08665927025 455901.77475954586, 131493.1634525422 455902.0517742435, 131370.55940285505 455901.2082270837, 131290.9990062347 455901.308449652, 131221.0953287668 455901.475057607, 131216.85387453236 455901.6399635876, 131218.9975182648 455891.29358939896, 131234.77367230537 455793.62024416955, 131288.2247592956 455635.46399368526)",8483.053235307036
2159,2217,59120171207,3523.0,3572.0,7,45,15,1,"LINESTRING (136976.8642156197 453872.8897115998, 136869.53666058218 453879.8213533633, 136877.83038656102 453907.49486141984, 136891.47792665072 454114.1103591712, 136900.4373179443 454255.2776764193, 136901.414106309 454288.25155277934, 136929.42529865933 454390.1306334389, 136933.38256768355 454398.16036441736, 136977.88372233327 454476.62647280097, 137001.76674486062 454518.1512932832, 137049.38834659982 454589.98680175014, 137114.81974559967 454658.521100145, 137102.58496393438 454670.3586125194, 137043.32708045671 454791.09984526486, 137074.86961675348 454799.6755910731, 137204.4771585156 455061.4726278953, 137264.71068374606 455143.24517146073, 137317.65461122888 455191.76646981324, 137380.32432371867 455277.2812218259, 137327.62881545955 455406.4405894388, 137311.46737394205 455477.88241368416, 137324.09408444114 455611.59437635477, 137410.36596685034 455682.66211034585, 137402.7084164259 455699.52281930286, 137383.23585713402 455714.57842260564, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137234.5961254678 455843.30053685355, 137343.80467545762 455980.46282395144, 137376.37105552913 456036.6005209038, 137418.4546221658 456082.76927839767, 137513.16702808207 456181.2346109218, 137600.21373595137 456193.29055201233, 137653.55612726862 456244.2617622318, 137573.62912531698 456321.83336797205, 137571.13897210438 456373.9229573147, 137570.8400446783 456380.5328565225, 137570.39090281082 456385.340867538, 137630.2939144272 456508.2741813207, 137650.90807591542 456546.1864980461, 137669.43271303445 456582.34826602734, 137686.51811542702 456618.51511031337, 137714.7118218584 456670.76501962496, 137741.12272000598 456724.80143529695, 137752.52617690896 456735.10909869283, 137821.01049081105 456795.80942759605, 137845.9325353992 456827.9332840742, 137805.6497868768 456865.6893716653, 137753.11918940593 456896.3341911001)",3828.070901592625
2160,2218,59120171207,3572.0,3523.0,21,45,15,1,"LINESTRING (137753.11918940593 456896.3341911001, 137805.6497868768 456865.6893716653, 137845.9325353992 456827.9332840742, 137821.01049081105 456795.80942759605, 137752.52617690896 456735.10909869283, 137741.12272000598 456724.80143529695, 137714.7118218584 456670.76501962496, 137686.51811542702 456618.51511031337, 137669.43271303445 456582.34826602734, 137650.90807591542 456546.1864980461, 137630.2939144272 456508.2741813207, 137570.39090281082 456385.340867538, 137455.48161693366 456378.26791943883, 137437.001596917 456368.99836975837, 137403.34868182754 456283.84745711886, 137369.4010759398 456239.64155156363, 137306.62133508926 456171.9066336698, 137286.8377147361 456162.4976358657, 137271.05332835935 456158.07005010766, 137216.69141051755 456087.80293536227, 137203.1468353194 456063.9749216026, 137207.82793178185 455975.90692665393, 137234.5961254678 455843.30053685355, 137247.11646973487 455818.099962434, 137199.70180034733 455788.585097598, 137190.6642974749 455783.4549552379, 137211.71845486213 455683.81303276325, 137245.56779702133 455656.7450036685, 137253.14391246415 455613.3265673395, 137227.60960774936 455569.8927313468, 137237.25088163678 455513.6386214666, 137247.3169299513 455474.5726953966, 137226.18280382265 455316.1470827733, 137199.41667291647 455275.655063909, 137223.02017421243 455190.5680908025, 137264.71068374606 455143.24517146073, 137204.4771585156 455061.4726278953, 137074.86961675348 454799.6755910731, 137132.76814589632 454762.2287898514, 137161.24988784772 454762.1600451678, 137180.96980956188 454754.06759359495, 137178.2023130851 454737.35513246985, 137114.81974559967 454658.521100145, 137049.38834659982 454589.98680175014, 137001.76674486062 454518.1512932832, 136977.88372233327 454476.62647280097, 136933.38256768355 454398.16036441736, 136929.42529865933 454390.1306334389, 136901.414106309 454288.25155277934, 136900.4373179443 454255.2776764193, 136891.47792665072 454114.1103591712, 136877.83038656102 453907.49486141984, 136869.53666058218 453879.8213533633, 136976.8642156197 453872.8897115998)",3770.4098898396783
2161,2219,59120171238,3584.0,3566.0,9,0,15,1,"LINESTRING (140025.11196247078 455350.0215441387, 139667.77925456464 455350.7641909645, 139321.19206384913 455453.31250957097, 139213.5115969486 455544.44081127946, 138945.87159433332 455984.29489410564, 138896.32800359195 456036.62471457827, 138818.37186334626 456025.41774340894, 138483.13723111013 455895.0428770748, 138381.39294310208 456276.75858412636, 138362.940031433 456445.3458426571, 138367.14687788015 456453.3647597288, 138362.14307727607 456491.8774712677, 138344.0238739936 456505.8344588853, 138301.25174763286 457106.48212643637, 138324.7657052871 457122.59163457376, 138327.10504496528 457170.5035605462, 138320.82888434647 457178.6354611389, 138343.64011048205 457234.64532192587, 138344.72270377804 457240.80551367777, 138354.26046352793 457343.3777675483, 138361.63935437813 457482.7176549798, 138349.4537611318 457602.2185508731, 138321.28952894622 457686.01398251264, 138294.7481422991 457655.0280272994, 138273.0796601768 457634.89595866005, 138198.38565991167 457594.7267645933, 138047.7728710403 457586.2923022933, 138054.624131729 457674.88779092487, 138061.55167649806 457757.7865114883, 138038.98677251843 457870.73698657233, 137981.8580634085 457894.26336491195, 137947.85503587383 457909.15516599687, 137878.99272105494 457942.7586465939, 137912.60436575633 458127.17955355474, 137911.77441864015 458128.8624361833, 137862.5584839546 458233.1158409001, 137824.70505804903 458383.9375130726, 137735.95469852095 458592.16829255834, 137696.10829895665 458762.7912170911, 137652.66860425548 458811.57450318313, 137275.35398332519 458938.1396659663)",5821.132249628878
2162,2220,59120171238,3566.0,1066.0,9,35,35,1,"LINESTRING (137275.35398332519 458938.1396659663, 137270.82527552015 458926.2064194168, 137154.56054078083 458721.7469714353, 137002.26975001322 458571.9604025246, 136968.67242164217 458537.96959202003, 136854.90943462856 458422.4275269605, 136840.3265113655 458418.7757668311, 136576.4693900284 458544.1687429415, 136421.64905680445 458394.5093960813, 136340.39862202067 458344.12319261924, 136339.87019728418 458338.38412834593, 136277.82646497758 458266.4202602077, 136245.76203761157 458235.71073516825, 136239.3751011391 458229.55985619914, 136175.0925452152 458165.894624967, 136091.93853913763 458081.3181706364, 136071.9595045752 458078.59038220625, 135943.85946219726 458221.871298894, 135893.28336688984 458273.15618257766, 135765.99098409349 458397.7023756153, 135739.41260489036 458424.01823266514, 135710.75749843352 458391.6522816583, 135530.3812093726 458204.8585414149, 135305.22950906705 458021.19680220925, 135216.38706724893 457936.90221998515, 135178.89667555387 457904.8637478386, 135159.96477784083 457886.73697268736, 135050.0111397783 457768.45045653323, 134937.05759423692 457656.753965758, 134920.52517031174 457636.0928071683, 134788.39002493164 457482.3649881763, 134746.4337595709 457438.6544183644, 134711.6729239984 457402.23580384144, 134672.56157619818 457360.928610773, 134643.75062230998 457330.5053638427, 134625.6457410991 457312.90015803673, 134547.384820374 457223.5006872887, 134400.49249114047 456944.7980471165, 134389.21906575395 456873.17066439963, 134388.15805573596 456865.1531718796, 134374.74086069473 456762.42625589477, 134367.35513813753 456708.10609298735, 134350.6969474228 456580.84862578905, 134298.5851113219 456582.65616160963, 134282.21724230924 456584.90498483676, 134230.35388399108 456592.0527077348, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133234.6606244448 456728.463530215, 133206.18931198164 456733.0719524924, 133185.40901819683 456730.50387807447, 133151.7253249807 456713.74003272, 132767.94848612775 456530.40215780004, 132735.69959248105 456599.08294947026, 132703.1895154981 456664.3271753614, 132670.21966390408 456735.33699586673, 132665.79312241814 456742.96709867887, 132644.08444267095 456886.12369969493, 132659.92220036365 457075.9747666432, 132667.43576421269 457144.04378955625, 132669.31019471516 457170.8714900537, 132668.72614130037 457175.07977116056, 132653.4585666511 457191.3701517297, 132551.7350918297 457254.0674038832, 132383.9132022395 457541.64695107023, 132129.30226502818 457759.98127030133, 131792.58300346864 458009.1745170586, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086)",10429.37928165711
