,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
2760,2848,59185331378,3564.0,4104.0,11,30,45,1,"LINESTRING (135691.97438562947 459610.5201552986, 135661.9566714204 459578.30439154565, 135616.1150479496 459532.7769099442, 135598.98813096812 459515.40912326396, 135578.39099059688 459495.0509042428, 135477.8923586058 459394.174786922, 135419.6439664812 459336.3144999051, 135394.32229169796 459316.5875809022, 135381.8689342338 459315.93575017405, 135373.2943674337 459303.76426784403, 135374.03422302383 459296.8743008376, 135342.17606932193 459255.7334804968, 135324.1314478403 459237.1241445288, 135311.98546985353 459224.2103257733, 135269.22068459925 459175.56967718404, 135311.80656185572 459139.2300007089, 135336.81912387046 459115.10982766794, 135380.14314956722 459071.17983882426, 135395.86305367347 459050.72374001186, 135427.6240751991 459007.7966107122, 135475.6645819554 458929.6250930809, 135484.40884853096 458915.12687159365, 135494.90055121185 458895.6039515845, 135509.03398176536 458872.0391417165, 135522.37286240346 458850.1797748354, 135557.5435639459 458799.30725696357, 135663.85579068388 458682.2470566286, 135584.2507055353 458582.1443641559, 135565.8806005196 458563.0125065534, 135651.13684583222 458476.3752028831, 135710.75749843352 458391.6522816583, 135734.03067353205 458369.7216173087, 135881.03104749217 458261.30949794105, 135891.23417572776 458251.49048372905, 136079.4558312877 458044.9166675235, 136191.67689165764 457861.5009008053, 136339.83703720922 457597.1777275253, 136349.9067788536 457563.9620998598, 136336.64870716623 457525.2486705906, 136323.03673537934 457392.3101350644, 136312.03237807634 457379.2115968331, 136323.6281331841 457370.99041562114, 136317.5376109737 457027.997445958, 136371.0127332867 457010.7629997865, 136374.6023536964 456924.53390730364, 136380.13028039638 456903.9745586272, 136402.4552011682 456814.49338907073, 136371.1321858422 456797.40969950974, 136280.0673013523 456742.55517634685, 136255.27715163736 456724.6131910242, 136151.93109468734 456669.940793379, 136117.62028784357 456651.4681319436, 136048.7302780007 456612.62198712066, 136044.71320253596 456610.4009533412, 136006.14919439532 456585.51441255404, 135993.1083835239 456592.49572115974, 135962.282263368 456523.33173516305, 135935.81189724503 456498.4662456897, 135889.14122874133 456448.93412759143, 135885.44872309463 456445.6327503888, 135937.30811221557 456386.3768620781, 135965.4452753061 456332.67507734, 135970.84196900117 456322.8635334973, 136013.17796745454 456247.3674991828, 136091.19993304854 456109.10773579124, 136095.62483359547 456103.12737764453, 136233.34206885486 455859.2022297856, 136275.02715087356 455781.6304024258, 136326.27231891063 455703.53352166427, 136354.04519816965 455654.70858894975, 136399.67292454824 455576.63353541994, 136490.30554974626 455417.7166701778, 136568.690798885 455274.17848537164, 136584.54228988805 455247.6399287221, 136637.10371626218 455151.917900257, 136681.52273778417 455035.3428964223, 136700.10511339008 454971.88973138866, 136748.74292297268 454771.1650745598, 136749.8230479356 454766.621708654, 136794.16054341177 454708.55971009977, 136794.73649666543 454695.47343371186, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136747.14056208634 454623.896142542, 136733.73041486752 454601.0257704165, 136691.72367309214 454539.85356651247, 136688.01566778516 454534.43771660887, 136797.81378341425 454464.6534511794, 136849.778733211 454431.3194415234, 136929.42529865933 454390.1306334389, 136901.414106309 454288.25155277934, 136900.4373179443 454255.2776764193, 136891.47792665072 454114.1103591712, 136877.83038656102 453907.49486141984, 136869.53666058218 453879.8213533633, 136851.0679062413 453820.04196969623, 136819.7891781792 453710.8655480809, 136772.8268610129 453546.9512649231, 136769.59837406492 453535.9706154201, 136750.00882299434 453466.63851299684, 136727.64859975709 453387.95971015183, 136867.18316995093 453344.4590216463, 136824.42797492768 453198.9758745487, 136797.36416639097 453105.39402699406, 136792.902116302 453094.673773312, 136901.7877762646 453060.8768172816, 137057.54280882818 452990.4979264754, 137060.62874877386 452981.0186157975, 136997.8997321406 452649.4241815266, 136791.3230394078 452171.01325055544, 136777.54821634985 452166.42408688436, 136720.41398663176 452001.0012825532, 136733.39173895874 451976.9883857342, 136863.0730784247 451938.43053173233, 136879.0079593032 451942.7450543194, 137327.59082964322 451886.58337657305, 137701.58990504834 451809.7926176444, 138066.69113159593 451711.0086297723, 138260.89124907725 451672.0570611212)",10980.804339764298
2761,2849,59185331378,4104.0,3564.0,13,10,25,1,"LINESTRING (138260.89124907725 451672.0570611212, 138408.47666582797 452439.7315996337, 138605.2416305211 453337.990134381, 139291.59918165713 454311.0909598505, 139571.54329769252 455716.18280732183, 139099.03979414847 456947.3594436744, 138836.295476359 457798.35603404907, 138650.98451357443 458365.2653640603, 138069.95421561843 459071.098208985, 137859.34956828592 458965.71036935505, 137652.66860425548 458811.57450318313, 137275.35398332519 458938.1396659663, 136896.7564020124 459120.9693876434, 136484.49136605204 459425.2275736801, 136478.24397191303 459430.3132025289, 136417.80544052398 459397.0603106624, 136418.39037887205 459390.48261428776, 136196.15222231654 459025.2923613809, 136162.09681389254 459050.0432352762, 136216.45317405817 459112.46630817803, 136117.935752916 459275.82525300724, 136187.03526844818 459365.4175708687, 136119.0037373891 459423.63114698464, 136067.47295156086 459475.01816097903, 136031.71575875106 459510.4686070255, 136020.98283673296 459520.8234365891, 135977.3836679617 459563.0800000405, 135902.55042836786 459628.4878049788, 135809.9755901928 459697.4031511293, 135774.284129446 459720.6276535167, 135755.38836770097 459691.8062977793, 135691.97438562947 459610.5201552986)",11492.088765533006
2762,2850,59185331626,3454.0,3063.0,8,0,45,1,,
2763,2851,59185331626,3063.0,3454.0,17,0,50,1,,
2771,2859,59185332711,3452.0,3544.0,8,15,10,1,"LINESTRING (130483.07018755696 456828.2775670636, 130486.60436792689 456826.58011161233, 130572.48816967184 456802.72614821285, 130638.84513252034 456784.6880577559, 130713.74440526674 456764.6620859782, 130728.50268607809 456761.57489926525, 130788.58201930246 456751.557982293, 130817.73806668271 456599.2556420899, 130933.88653853416 456470.29737684765, 131036.19565324222 456325.10878605687, 131095.76631275064 456215.1078987645, 131130.47201137414 456142.73299864214, 131135.34455351732 456144.16714793484, 131346.85141963998 456186.25983717106, 131424.5064838924 456195.7601905007, 131472.33412689186 456269.84496361663, 131554.8061396833 456235.9105921621, 131623.81215009582 456235.3078180329, 131660.38529394066 456235.125030622, 131683.49213354845 456234.8720748953, 131795.4796806492 456235.75052395125, 131914.89261199563 456234.48308860825, 131914.8347887342 456179.17562228383, 131914.79377668782 456165.90240193915, 131914.66755288147 456126.8727086776, 131981.98009518234 456127.2618631978, 132076.25325234572 456127.8058204849)",2132.5646315060567
2772,2860,59185332711,3544.0,1181.0,8,30,45,1,"LINESTRING (132076.25325234572 456127.8058204849, 132084.91972896815 456179.3241398908, 131982.68635092938 456179.20624733524, 131914.8347887342 456179.17562228383, 131914.89261199563 456234.48308860825, 131795.4796806492 456235.75052395125, 131683.49213354845 456234.8720748953, 131660.38529394066 456235.125030622, 131623.81215009582 456235.3078180329, 131554.8061396833 456235.9105921621, 131591.02842358456 456349.0703647935, 131585.7094646968 456541.05375833146, 131562.80896980225 456587.7242474079, 131646.8219340007 456726.8949157513, 131596.4129568228 456768.30941934034, 131522.6346446133 456862.5167053976, 131419.51659261878 456873.7632649731, 131423.52228720873 456902.10470128234, 131424.72474410044 456914.38221389643, 131431.52009269435 456995.0030970807, 131427.10780781016 457010.9788238099, 131423.93222085066 457199.72589474963, 131489.22369181714 457533.7451892831, 131570.4850537473 457797.0616648031, 131603.46354577082 457852.1809546156, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086)",4795.83203246987
2773,2861,59185332711,1181.0,3452.0,9,30,40,1,"LINESTRING (129937.08299506488 459367.13397434086, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131603.46354577082 457852.1809546156, 131570.4850537473 457797.0616648031, 131489.22369181714 457533.7451892831, 131423.93222085066 457199.72589474963, 131427.10780781016 457010.9788238099, 131424.61698900274 456995.7589976805, 131416.05512919187 456915.4357744976, 131297.00441545687 456928.8966397006, 131145.84930656254 456948.7447897556, 131140.9848311692 456937.3972390169, 131136.97563037847 456908.65549624566, 131132.9905813848 456857.8172079736, 131131.1975648337 456851.1390232661, 131061.24326492543 456815.2262613019, 130998.5761300712 456791.573662996, 130964.96578926772 456777.2830988555, 130795.10252207436 456750.98107947636, 130788.58201930246 456751.557982293, 130728.50268607809 456761.57489926525, 130713.74440526674 456764.6620859782, 130638.84513252034 456784.6880577559, 130572.48816967184 456802.72614821285, 130486.60436792689 456826.58011161233, 130483.07018755696 456828.2775670636)",4353.643654031908
2774,2862,59185332711,3452.0,3543.0,16,30,10,1,"LINESTRING (130483.07018755696 456828.2775670636, 130486.60436792689 456826.58011161233, 130572.48816967184 456802.72614821285, 130638.84513252034 456784.6880577559, 130713.74440526674 456764.6620859782, 130728.50268607809 456761.57489926525, 130788.58201930246 456751.557982293, 130795.10252207436 456750.98107947636, 130816.13403608548 456950.1807106194, 130819.34335419346 456978.91496914433, 130820.36596719897 456991.9497954324, 130827.48749784988 457067.19442775333, 130836.90021366552 457116.23709094094, 130838.42740290999 457130.1929395253, 130851.78256970605 457257.4886677503, 130833.04040636972 457259.6380047204, 130727.745732065 457347.99125628977, 130846.3279710013 457353.28870752687, 130873.48304160924 457353.91351803805, 130969.88840932361 457358.0753878723, 131060.02538796517 457362.40279906266, 131238.13180029244 457430.88682259736, 131235.5752084515 457505.2436877137, 131234.90165065462 457524.8733611017, 131233.47537797023 457566.2025444957, 131231.62831147545 457619.82809340954, 131231.41808778344 457626.0152152994, 131230.7260356561 457646.0677735193, 131229.87777249096 457670.7050367413, 131229.3845365963 457685.0489512723, 131228.9578367783 457697.54561367177, 131227.20725491078 457748.4003120778, 131226.40671234054 457771.5464526196, 131224.42788174562 457829.1001693225, 131223.48969614666 457856.40813792404, 131225.93445989137 457877.7140885551, 131234.87711835038 457899.75669430185, 131244.67197288605 457923.8201994748, 131252.00514784275 457941.67597760266, 131253.98120374812 457946.6287914058, 131263.53605962542 457970.6823538659, 131272.36017708984 457993.79370080424, 131276.60734663502 458005.25559467066)",2095.932119253549
2775,2863,59185332711,3543.0,1181.0,16,45,35,1,"LINESTRING (131276.60734663502 458005.25559467066, 131272.36017708984 457993.79370080424, 131263.53605962542 457970.6823538659, 131253.98120374812 457946.6287914058, 131252.00514784275 457941.67597760266, 131244.67197288605 457923.8201994748, 131234.87711835038 457899.75669430185, 131225.93445989137 457877.7140885551, 131223.48969614666 457856.40813792404, 131224.42788174562 457829.1001693225, 131226.40671234054 457771.5464526196, 131227.20725491078 457748.4003120778, 131228.9578367783 457697.54561367177, 131229.3845365963 457685.0489512723, 131229.87777249096 457670.7050367413, 131230.7260356561 457646.0677735193, 131231.41808778344 457626.0152152994, 131231.62831147545 457619.82809340954, 131233.47537797023 457566.2025444957, 131234.90165065462 457524.8733611017, 131235.5752084515 457505.2436877137, 131238.13180029244 457430.88682259736, 131060.02538796517 457362.40279906266, 130969.88840932361 457358.0753878723, 130873.48304160924 457353.91351803805, 130846.3279710013 457353.28870752687, 130727.745732065 457347.99125628977, 130833.04040636972 457259.6380047204, 130851.78256970605 457257.4886677503, 130957.88272925577 457247.0614450564, 131061.9933133102 457236.0007473178, 131171.90265662523 457225.3372481756, 131272.87185656873 457088.3930445926, 131275.139597264 457073.9850555944, 131285.27766232318 457007.3247605274, 131297.00441545687 456928.8966397006, 131296.1722807912 456916.75090471504, 131414.9352951349 456903.246880954, 131423.52228720873 456902.10470128234, 131424.72474410044 456914.38221389643, 131431.52009269435 456995.0030970807, 131427.10780781016 457010.9788238099, 131423.93222085066 457199.72589474963, 131489.22369181714 457533.7451892831, 131570.4850537473 457797.0616648031, 131603.46354577082 457852.1809546156, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086)",5373.178236283521
2776,2864,59185332711,1181.0,3452.0,18,30,30,1,"LINESTRING (129937.08299506488 459367.13397434086, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131603.46354577082 457852.1809546156, 131570.4850537473 457797.0616648031, 131489.22369181714 457533.7451892831, 131423.93222085066 457199.72589474963, 131427.10780781016 457010.9788238099, 131424.61698900274 456995.7589976805, 131416.05512919187 456915.4357744976, 131297.00441545687 456928.8966397006, 131145.84930656254 456948.7447897556, 131140.9848311692 456937.3972390169, 131136.97563037847 456908.65549624566, 131132.9905813848 456857.8172079736, 131131.1975648337 456851.1390232661, 131061.24326492543 456815.2262613019, 130998.5761300712 456791.573662996, 130964.96578926772 456777.2830988555, 130795.10252207436 456750.98107947636, 130788.58201930246 456751.557982293, 130728.50268607809 456761.57489926525, 130713.74440526674 456764.6620859782, 130638.84513252034 456784.6880577559, 130572.48816967184 456802.72614821285, 130486.60436792689 456826.58011161233, 130483.07018755696 456828.2775670636)",4353.643654031908
2777,2865,59185332804,3544.0,3521.0,7,30,17,1,"LINESTRING (132076.25325234572 456127.8058204849, 132085.0660977886 456075.67295494233, 132115.65617019637 456040.89673467254, 132167.84067666726 456044.85158248764, 132202.86607138545 455933.88647999236, 132257.1593232593 455955.1559016966, 132314.5265651756 455977.34649102495, 132371.3929665161 455999.52889069554, 132426.99577624362 456021.2503742674, 132488.00260176093 456045.4180170322, 132552.36195045267 456070.016325532, 132641.02330601952 456104.11914571153, 132664.20889435377 456112.1148111758, 132772.6352903803 455990.2551380219, 132881.79360029817 456042.68437919684, 132976.9199934294 455936.8431037764, 133029.01367530104 455962.0692887374, 133059.02624572677 455898.80763168953, 133039.52333716833 455886.7773689325, 133029.1610715102 455882.1279045547, 133035.0745546599 455875.6931942044, 133101.5232878169 455803.6484479639, 133148.4290229485 455752.24019036506, 133156.82569860757 455743.11334737146, 133191.89760614463 455704.50791445386, 133236.90955713106 455655.3117651808, 133279.95058736418 455608.16069899005, 133458.479001224 455635.5115174025, 133516.36928941417 455653.8640695241, 133536.26860295841 455659.34124438383, 133581.47000154623 455447.8184145205, 133582.70672038145 455437.3657377067, 133494.93542905437 454629.8936073338, 133488.70315807118 454605.86604884564, 133503.95785383243 454601.57227136474, 133704.75147711547 454548.6395838154, 133921.64611305294 454529.8593645576, 134300.96224603124 454650.86563161487, 134412.16751347668 454682.97041726316, 134636.36437773914 454749.23843256844, 134682.45871890837 454751.3754545496, 134779.080140692 454586.3059151971, 134800.9780759095 454598.778302777, 134866.7614608726 454636.4738297251, 135018.71266432895 454720.5974383613, 135088.1429060422 454596.28648506274, 135124.93870478432 454533.8338046097, 135436.14799488676 454707.4242693857, 135479.07059541164 454638.4191785916, 135490.83857150393 454641.36595112004, 135502.5113920532 454644.52451820084, 135783.91377746366 455028.81320980855, 135908.73629151293 455208.00695301784, 135928.14103700366 455206.297052811, 135966.21082589147 455124.1303969885, 135978.16917440522 455123.4616354965)",6242.861617283794
2778,2866,59185332804,3521.0,3563.0,7,48,17,1,"LINESTRING (135978.16917440522 455123.4616354965, 135934.58062388736 455241.19694209244, 135932.4907256212 455244.94328665454, 135848.977333887 455392.41653341625, 135786.65952800383 455498.6876163197, 135897.12702167963 455565.719523595, 135742.9878167787 455855.07822604943, 135734.54372799437 455851.35030525445, 135751.5070646428 455778.99889604945, 135644.00335925075 455745.53703118465, 135637.0529652357 455757.6358002473, 135698.85031903646 455852.8682120732, 135700.6391032724 456003.1182696838, 135694.02201850998 456023.3487992028, 135680.14730412635 456055.8795146918, 135681.82071880274 456118.00076921104, 135970.84196900117 456322.8635334973, 135977.43621395977 456332.32882875385, 135948.1482074683 456387.9597538581, 135944.3175310747 456395.1062058807, 135889.14122874133 456448.93412759143, 135935.81189724503 456498.4662456897, 135907.5209512728 456520.68212976813, 135930.53321685983 456624.84484439803, 135930.85868171952 456625.7336801124, 135930.0243739405 456626.1707924938, 135884.57847571617 456656.15179980797, 135907.62575011316 456698.0307355222, 135966.09951541547 456792.1777881639, 135973.3427771906 456799.5043997351, 135931.17623347856 456926.7585492385, 135878.60025020162 457092.23766190704, 135760.77307322746 457205.9327403169, 135680.38141433173 457275.80428781646, 135684.29284897042 457296.79508261, 135694.3910977692 457351.3514161674, 135716.8570822534 457452.24433217343, 135719.9920227851 457504.53575286927, 135764.20838285933 457543.33916668786, 135806.20876829204 457604.6038953253, 135838.59702315036 457619.79962562484, 135499.05138108067 458112.94645011396, 135536.5713741445 458195.49954804464, 135734.03067353205 458369.7216173087, 135765.99098409349 458397.7023756153, 135739.41260489036 458424.01823266514, 135671.21461752226 458496.0459142642, 135584.2507055353 458582.1443641559, 135663.85579068388 458682.2470566286, 135557.5435639459 458799.30725696357, 135522.37286240346 458850.1797748354, 135509.03398176536 458872.0391417165, 135494.90055121185 458895.6039515845, 135484.40884853096 458915.12687159365, 135475.6645819554 458929.6250930809, 135404.88161702335 458956.46142240363, 135388.41004388573 458979.1790464182, 135344.39114752557 458949.75744765805, 135264.78963797842 459027.1764288223, 135249.70294493833 459043.12436553417, 135247.08339920733 459040.58689621335)",5389.07370040991
2779,2867,59185332804,3563.0,3544.0,18,30,20,1,"LINESTRING (135247.08339920733 459040.58689621335, 135249.70294493833 459043.12436553417, 135264.78963797842 459027.1764288223, 135344.39114752557 458949.75744765805, 135388.41004388573 458979.1790464182, 135404.88161702335 458956.46142240363, 135475.6645819554 458929.6250930809, 135484.40884853096 458915.12687159365, 135494.90055121185 458895.6039515845, 135509.03398176536 458872.0391417165, 135522.37286240346 458850.1797748354, 135557.5435639459 458799.30725696357, 135663.85579068388 458682.2470566286, 135584.2507055353 458582.1443641559, 135565.8806005196 458563.0125065534, 135651.13684583222 458476.3752028831, 135710.75749843352 458391.6522816583, 135530.3812093726 458204.8585414149, 135305.22950906705 458021.19680220925, 135216.38706724893 457936.90221998515, 135178.89667555387 457904.8637478386, 135159.96477784083 457886.73697268736, 135050.0111397783 457768.45045653323, 134937.05759423692 457656.753965758, 134920.52517031174 457636.0928071683, 134788.39002493164 457482.3649881763, 134746.4337595709 457438.6544183644, 134711.6729239984 457402.23580384144, 134672.56157619818 457360.928610773, 134643.75062230998 457330.5053638427, 134625.6457410991 457312.90015803673, 134547.384820374 457223.5006872887, 134400.49249114047 456944.7980471165, 134389.21906575395 456873.17066439963, 134388.15805573596 456865.1531718796, 134374.74086069473 456762.42625589477, 134367.35513813753 456708.10609298735, 134350.6969474228 456580.84862578905, 134298.5851113219 456582.65616160963, 134282.21724230924 456584.90498483676, 134230.35388399108 456592.0527077348, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133234.6606244448 456728.463530215, 133206.18931198164 456733.0719524924, 133185.40901819683 456730.50387807447, 133151.7253249807 456713.74003272, 132767.94848612775 456530.40215780004, 132735.69959248105 456599.08294947026, 132695.03954261908 456579.67202100105, 132579.30175925794 456637.39130268514, 132414.8977807716 456594.5761796003, 132399.81499474222 456583.874615416, 132349.76332026385 456547.3972564147, 132341.18381064615 456539.82607827015, 132245.0000702801 456447.9185266819, 132102.5834158985 456232.2252100538, 132084.91972896815 456179.3241398908, 132076.25325234572 456127.8058204849)",5974.531297267232
2784,2873,59185334137,3451.0,3551.0,9,0,30,1,"LINESTRING (129523.38996977088 458485.7973547158, 129753.47627525717 459176.5705263461, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131792.58300346864 458009.1745170586, 132129.30226502818 457759.98127030133, 132383.9132022395 457541.64695107023, 132551.7350918297 457254.0674038832, 132539.37400954703 457244.7439009639, 132545.3126077376 457239.82161689515, 132649.05337480485 457177.72710781905, 132658.32057544988 457161.79743737646, 132650.56695917324 457076.9179932575, 132632.6334270687 456887.3545264072, 132656.4560762098 456740.4722706336, 132661.35455905134 456731.1266249242, 132703.1895154981 456664.3271753614, 132735.69959248105 456599.08294947026, 132767.94848612775 456530.40215780004, 132773.39025548467 456518.3283129174, 133183.8591956905 456719.2844680634, 133201.16003205735 456725.30573325936, 133226.84097720598 456714.07835393236, 133414.57100565263 456695.0025908546, 133642.09137560747 456664.236378982, 133844.62753908167 456639.1386484757, 134159.50098048913 456567.6935915301, 134169.17114736012 456571.30244925566, 134230.35388399108 456592.0527077348, 134282.21724230924 456584.90498483676, 134298.5851113219 456582.65616160963, 134349.89053323815 456574.7660209837, 134362.05791632296 456575.8170248824, 134378.0249209983 456703.3555434097, 134385.94414747477 456760.7776806091, 134410.7108587579 456938.70317922736, 134411.99851767172 456945.206595424, 134555.76555673455 457215.4888584472, 134632.09917109768 457306.06458577584, 134671.9687445048 457301.3509732935, 134709.77891851243 457315.8051553206, 134758.09978214 457338.90630482475, 134783.78345532584 457297.9358618154, 134807.5270323877 457261.6463740417, 134882.4010411847 457177.241205643, 134931.65084129182 457143.44163402024, 135005.73016158186 457117.7759999381, 135015.15923703345 457116.3696149335, 135059.12225955282 457122.2013029323, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874)",8407.250832182846
2787,2876,59185334571,3544.0,3544.0,14,30,60,1,,
2788,2877,59185334571,3544.0,3544.0,14,30,60,1,,
2790,2879,59185335222,3533.0,5656.0,8,0,90,1,"LINESTRING (134395.36397878613 455523.8116777593, 134398.24684008397 455463.5633915259, 134437.70954656764 455336.9083530684, 134372.02110104042 455304.1580572788, 134381.59840034356 455284.7924622951, 134390.40085676382 455266.9877389428, 134425.1520490718 455190.78644332185, 134425.51872232812 455140.1948718169, 134427.32086450572 455088.6405334081, 134427.96700295786 455036.00062578166, 134414.53552763615 455000.35272496846, 134411.34796900532 454993.6791641341, 134459.45161197826 454973.29784936685, 134542.7901191166 454914.9436109079, 134632.55935841374 454816.1325084534, 134636.480567889 454811.1653891531, 134641.1976917929 454804.70413149125, 134650.32202423905 454793.0957671277, 134661.8293936709 454779.19685043255, 134672.66705761466 454765.79024008627, 134682.45871890837 454751.3754545496, 134779.080140692 454586.3059151971, 134988.71933681695 454218.3895954629, 135095.3740790509 454028.3749988315, 135106.1042334047 454009.6626877147, 135163.49459607052 453913.11595342256, 135181.61679247915 453880.7895255874, 135473.9262346933 453362.9659863531, 135797.88016832015 453159.3693854726, 135826.98886553582 452943.891665492, 135774.02472308913 452656.6562062822, 135767.60217266044 452627.286174036, 135755.0331434257 452565.5076798081, 135749.67851620205 452535.69963506726, 135744.66622186184 452496.88936249935, 135742.49444581397 452483.2684415242, 135710.606774131 452269.4950236619, 135702.29512273122 452411.3054459805, 136331.35672558245 452204.5690892015, 137327.59082964322 451886.58337657305, 137701.58990504834 451809.7926176444, 138066.69113159593 451711.0086297723, 138260.89124907725 451672.0570611212)",6652.044860868321
2791,2880,59185335222,5656.0,3533.0,17,0,90,1,"LINESTRING (138260.89124907725 451672.0570611212, 138408.47666582797 452439.7315996337, 138605.2416305211 453337.990134381, 139291.59918165713 454311.0909598505, 139571.54329769252 455716.18280732183, 139546.42259682642 455896.41268779075, 139497.84750968416 456057.37876367895, 139185.86155100394 455908.44850670465, 139096.83569007067 455869.24597395293, 138604.7758275133 455622.2764317325, 138542.45759140677 455734.88796720415, 138485.36406070765 455884.5659254773, 138483.13723111013 455895.0428770748, 138381.39294310208 456276.75858412636, 138362.940031433 456445.3458426571, 138367.14687788015 456453.3647597288, 138362.14307727607 456491.8774712677, 138344.0238739936 456505.8344588853, 138300.3359361195 456496.6127538113, 138291.96211960306 456484.335491729, 138024.71132113732 456404.8655229168, 137959.76906043952 456408.8146544773, 137882.70171681425 456409.91355708544, 137688.1446169344 456394.6540289914, 137570.39090281082 456385.340867538, 137455.48161693366 456378.26791943883, 137437.001596917 456368.99836975837, 137376.8855030281 456363.82587632496, 137325.21537724475 456359.6699537925, 137276.29855578512 456355.1264776453, 137138.83851937557 456341.14292979747, 137098.82962489128 456334.63331061095, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136808.8192224967 456352.3293775152, 136741.88716301724 456346.2103820764, 136662.9537349469 456281.8583831626, 136609.52345737605 456219.03773343604, 136603.88719560957 456182.9434969664, 136580.70617900373 456179.8916916612, 136483.22501814686 456165.61155293044, 136327.91948967773 456129.8207916207, 136095.62483359547 456103.12737764453, 136091.19993304854 456109.10773579124, 136020.54504178985 456251.0332415226, 135977.43621395977 456332.32882875385, 135965.4452753061 456332.67507734, 135702.99899246043 456157.51615521545, 135643.8653844388 456092.480480766, 135642.88387072636 456090.3258480894, 135638.00338462496 456070.6628843208, 135641.41721775493 456040.96535810275, 135670.39977418663 455859.37608064886, 135623.9886345871 455806.54101546784, 135608.7496018023 455795.00704056205, 135606.15821140056 455793.0478300363, 135574.54210406932 455755.898928248, 135416.5992583166 455640.05057418864, 135335.06161720457 455492.7407988212, 135254.88491353957 455337.23821553675, 135216.09972691306 455291.21921034856, 135136.28066942966 455196.16479910375, 135094.98828963548 455192.2131023967, 135038.27842668735 455244.153928523, 134958.58576620306 455191.74789315474, 134840.49227073597 455132.3444509099, 134796.32279720574 455171.24207629234, 134789.54067359166 455177.21090289607, 134753.92003786803 455209.5543607739, 134705.19411168701 455251.87590418686, 134676.62465182983 455276.8035004234, 134599.9552795117 455392.60529075057, 134556.64468720174 455529.4662811576, 134497.2532031597 455527.09593498276, 134445.8078959897 455525.36104178603, 134395.36397878613 455523.8116777593)",11751.468500665696
